模板名称,模板类型(中),模板类型(英),模板类型Key,模板ID,是否自定义,单元Key,单元中文名,单元英文名,采集间隔(s),数据类型,采集范围,字段Key,字段中文名,字段英文名,字段单位,值类型,支持告警阈值,说明(中文)
"H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","h3ccb7000v3","209760028721501","否","hbacard","HBA卡信息","HBA Card","300","table","3","MaxNPIVCount","最大NPIV个数","Max NPIV Count","","数值","是","HBA卡的最大支持NPIV的个数。"
"H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","h3ccb7000v3","209760028721501","否","hbacard","HBA卡信息","HBA Card","300","table","3","portState","端口状态","Port State","","字符串","是","HBA卡的端口状态。"
"H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","h3ccb7000v3","209760028721501","否","hbacard","HBA卡信息","HBA Card","300","table","3","supportSpeed","支持的速率","Support Speed","Gbit","数值","是","HBA卡的支持的速率。"
"H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","h3ccb7000v3","209760028721501","否","hbacard","HBA卡信息","HBA Card","300","table","3","portSpeed","端口速率","Port Speed","Gbit","数值","是","HBA卡的端口速率。"
"H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","h3ccb7000v3","209760028721501","否","hbacard","HBA卡信息","HBA Card","300","table","3","FabricName","拓扑名称","Fabric Name","","字符串","是","HBA卡的拓扑名称。"
"H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","H3C UniStor CB7000 V3","h3ccb7000v3","209760028721501","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","can_del","是否有权限删除节点","Can DEL","","字符串","是","是否有权限删除节点。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","can_op","是否有权限操作节点","Can OP","","字符串","是","是否有权限操作节点。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","can_up","是否有权限修改节点","Can UP","","字符串","是","是否有权限修改节点。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","db_name","数据库节点名称","DB Name","","字符串","是","数据库节点名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","db_type","数据库类型","DB Type","","字符串","是","数据库类型。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","node_name","机器节点名称","Node Name","","字符串","是","机器节点名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","acList","Active数据库节点信息","Active Database List","300","table","3","version","数据库版本","Version","","字符串","是","数据库版本。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","iawork","Iawork服务","Iawork","","字符串","是","Iawork服务。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","log_dir","日志目录","Log Dir","","字符串","是","日志目录。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","node_name","机器节点名称","Node Name","","字符串","是","机器节点名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","address","节点地址","Address","","字符串","是","节点地址。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","cache_dir","数据缓存目录","Cache Dir","","字符串","是","数据缓存目录。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","iaback","Iaback服务","Iaback","","字符串","是","Iaback服务。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","iarelay","Iarelay服务","Iarelay","","字符串","是","Iarelay服务。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","iatrack","Iatrcak服务","Iatrack","","字符串","是","Iatrcak服务。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","os","操作系统","Operating System","","字符串","是","操作系统。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","status","节点状态","Status","","字符串","是","节点状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","active","Active机器节点信息","Active Node List","300","table","3","version","节点软件版本","Version","","字符串","是","节点软件版本。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","capacity","授权容量","Authorized Capacity","GB","数值","是","授权容量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","capacity_used","已使用容量","Used Capacity","GB","数值","是","已使用容量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","cmd_id","存储池ID","Pool ID","","字符串","是","存储池ID。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","cmd_name","存储池名称","Pool Name","","字符串","是","存储池名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","total_authorized","已授权总量","Total Authorized","GB","数值","是","已授权总量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","total_num","许可容量","License Capacity","GB","数值","是","许可容量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","cmdInfo","CDM容量信息","CMD Capacity Info","300","table","3","total_used","已使用总量","Total Used","GB","数值","是","已使用总量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","bkPath","目标节点路径","BK Path","","字符串","是","目标节点路径。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","bk_node_name","目标节点名","BK Node Name","","字符串","是","目标节点名。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","is_from_ha","是否属于高可用关联规则","Is From HA","","字符串","是","是否属于高可用关联规则。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","rep_name","规则名称","Rule Name","","字符串","是","规则名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","wk_node_name","源节点名","Node Name","","字符串","是","源节点名。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","copyRule","复制规则状态信息","Copy Rule List","300","table","3","wk_path","源节点路径","WK Path","","字符串","是","源节点路径。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ctlVer","H3C UniStor CD版本信息","Control Version","300","table","3","server_time","服务器时间","Server Time","","字符串","是","服务器时间。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ctlVer","H3C UniStor CD版本信息","Control Version","300","table","3","version","软件版本","Version","","字符串","是","软件版本。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","cpu","CPU（虚机已用核数/总核数）","CPU","","字符串","是","CPU（虚机已用核数/总核数）。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","ip","主机IP","IP","","字符串","是","主机IP。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","mem","内存（虚机已用/总核数）","Memory","","字符串","是","内存（虚机已用/总核数）。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","name","主机名","Name","","字符串","是","主机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","storage","存储（虚机已用/总核数）","Storage","","字符串","是","存储（虚机已用/总核数）。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","vm","虚机（运行/总数）","VM","","字符串","是","虚机（运行/总数）。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","disaster","CDM容灾平台信息","Disaster List","300","table","3","vp_name","虚拟平台名称","VP Name","","字符串","是","虚拟平台名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","acl","允许访问的客户端","ACL","","字符串","是","允许访问的客户端。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","bk_node_name","灾备机名称","BK Node Name","","字符串","是","灾备机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","bk_version","备份点","Backup Version","","字符串","是","备份点。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","mount_name","挂接任务名称","Mount Name","","字符串","是","挂接任务名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","status","挂接任务状态","Status","","字符串","是","挂接任务状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","target","ISCSI目标端","ISCSI Target","","字符串","是","ISCSI目标端。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","username","创建者名称","Creator","","字符串","是","创建者名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","ffoMount","挂接任务信息","Mount Task Info","300","table","3","wk_node_name","工作机名称","WK Node Name","","字符串","是","工作机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","can_del","是否能够删除","Can DEL","","字符串","是","是否能够删除。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","can_op","是否能够操作","Can OP","","字符串","是","是否能够操作。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","can_up","是否能够启动","Can UP","","字符串","是","是否能够启动。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","ha_name","高可用规则名称","HA Name","","字符串","是","高可用规则名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeOneAddr","节点1数据接口地址","Node One Address","","字符串","是","节点1数据接口地址。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeOneName","节点1名称","Node One Name","","字符串","是","节点1名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeOneRole","节点1的高可用角色","Node One Role","","字符串","是","节点1的高可用角色。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeOneStatus","节点1的高可用状态","Node One Status","","字符串","是","节点1的高可用状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeTwoAddr","节点2数据接口地址","Node Two Address","","字符串","是","节点2数据接口地址。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeTwoName","节点2名称","Node Two Name","","字符串","是","节点2名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeTwoRole","节点2的高可用角色","Node Two Role","","字符串","是","节点2的高可用角色。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","haRule","高可用状态信息","HA Rule List","300","table","3","nodeTwoStatus","节点2的高可用状态","Node Two Status","","字符串","是","节点2的高可用状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","bk_node_name","灾备机名称","BK Node Name","","字符串","是","灾备机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","can_del","是否有权限删除","Can DEL","","字符串","是","是否有权限删除。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","can_op","是否有权限操作","Can OP","","字符串","是","是否有权限操作。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","can_up","是否有权限修改","Can UP","","字符串","是","是否有权限修改。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","fsp_name","整机复制名称","FSP Name","","字符串","是","整机复制名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","wk_node_name","工作机名称","WK Node Name","","字符串","是","工作机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","machine","CDM整机复制信息","Copy List","300","table","3","wk_status","工作机状态","WK Status","","字符串","是","工作机状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","moveRule","迁移规则信息","Migrate Rule Info","300","table","3","bk_node_name","灾备机名称","BK Node Name","","字符串","是","灾备机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","moveRule","迁移规则信息","Migrate Rule Info","300","table","3","fsp_name","迁移规则名称","Migrate Rule Name","","字符串","是","迁移规则名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","moveRule","迁移规则信息","Migrate Rule Info","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","moveRule","迁移规则信息","Migrate Rule Info","300","table","3","username","创建者名称","Creator","","字符串","是","创建者名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","moveRule","迁移规则信息","Migrate Rule Info","300","table","3","wk_node_name","工作机名称","WK Node Name","","字符串","是","工作机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","cache_path","数据缓存地址","Cache Path","","字符串","是","数据缓存地址。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","config_addr","管理接口地址","Config Address","","字符串","是","管理接口地址。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","dataAddr","数据接口地址","Data Address","","字符串","是","数据接口地址。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","disk_limit","磁盘使用上限","Disk Limit","GB","数值","是","磁盘使用上限。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","log_path","日志目录","Log Path","","字符串","是","日志目录。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","memUsed","内存已使用大小","Mem Used","GB","数值","是","内存已使用大小。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","mem_limit","内存使用上限","Mem Limit","GB","数值","是","内存使用上限。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","nodeName","节点名","Node Name","","字符串","是","节点名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","nodeVersion","版本","Version","","字符串","是","版本。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","node_role","节点类型","Node Role","","字符串","是","节点类型。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","nodeList","节点状态信息","Node List","300","table","3","os_type","节点系统","OS Type","","字符串","是","节点系统。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","pratice","CDM接管/演练信息","Pratice List","300","table","3","bk_node_name","灾备机名称","BK Node Name","","字符串","是","灾备机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","pratice","CDM接管/演练信息","Pratice List","300","table","3","bk_version","接管/演练的备份点","BK Version","","字符串","是","接管/演练的备份点。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","pratice","CDM接管/演练信息","Pratice List","300","table","3","rule_type","类型","Rule Type","","字符串","是","类型。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","pratice","CDM接管/演练信息","Pratice List","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","pratice","CDM接管/演练信息","Pratice List","300","table","3","vm_name","名称","VM Name","","字符串","是","名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","pratice","CDM接管/演练信息","Pratice List","300","table","3","wk_node_name","工作机名称","WK Node Name","","字符串","是","工作机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","recovery","整机恢复信息","Recovery Information","300","table","3","bk_node_name","灾备机名称","BK Node Name","","字符串","是","灾备机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","recovery","整机恢复信息","Recovery Information","300","table","3","fsp_name","规则名称","Rule Name","","字符串","是","规则名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","recovery","整机恢复信息","Recovery Information","300","table","3","status","状态","Status","","字符串","是","状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","recovery","整机恢复信息","Recovery Information","300","table","3","username","创建者名称","Creator","","字符串","是","创建者名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","recovery","整机恢复信息","Recovery Information","300","table","3","wk_node_name","工作机名称","WK Node Name","","字符串","是","工作机名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","company","公司注册名称","Company","","字符串","是","公司注册名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","create_time","添加许可的时间","Create Time","","字符串","是","添加许可的时间。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","dbNum","Oracle数目","DB Num","","字符串","是","Oracle数目。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","dbNumUsed","Oracle使用数","DB Num Used","","字符串","是","Oracle使用数。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","feature","功能特性","Feature","","字符串","是","功能特性。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","group_sn","序列号","Group Sn","","字符串","是","序列号。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","hardware","硬件识别码","Hardware","","字符串","是","硬件识别码。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","inst_date","到期时间","Inst Date","","字符串","是","到期时间。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","kafkaNum","Kafka数目","Kafka Num","","字符串","是","Kafka数目。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","kafkaNumUsed","Kafka使用数","Kafka Num Used","","字符串","是","Kafka使用数。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","phy_num","物理节点数量","Phy Num","","字符串","是","物理节点数量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","phy_num_used","已使用的物理节点数量","Phy Num Used","","字符串","是","已使用的物理节点数量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","storage_num","存储容量","Storage Num","GB","数值","是","存储容量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","type","类型","Type","","字符串","是","类型。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","vm_num","虚拟节点数量","VM Num","","字符串","是","虚拟节点数量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","vm_num_used","已使用的虚拟节点数量","VM Num Used","","字符串","是","已使用的虚拟节点数量。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","softLic","软件许可信息","Soft License","300","table","3","sn","许可序列号","Lic Sn","","字符串","是","许可的序列号。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","back_state","装载状态","Back Status","","字符串","是","装载状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","extract","解析时间","Extract","","字符串","是","解析时间。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","load","装载时间","Load","","字符串","是","装载时间。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","relay_state","中继状态","Relay Status","","字符串","是","中继状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","rule_name","同步规则名称","Rule Name","","字符串","是","同步规则名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","src_db_name","源库名","SRC DB Name","","字符串","是","源库名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","tgt_db_name","目标库名","TGT DB Name","","字符串","是","目标库名称。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","tgt_type","数据库类型","TGT Type","","字符串","是","数据库类型。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","track_state","解析状态","Track Status","","字符串","是","解析状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","syncRule","Active数据库同步规则状态信息","Synchronous Rule","300","table","3","work_state","导出状态","Work Status","","字符串","是","导出状态。"
"H3C UniStor CD","H3C UniStor CD","H3C UniStor CD","h3ccd","209760028721503","否","AvailableData","可用性","Availability","60","","3","AvailabilityData","协议连接","Protocol Connection","","字符串","是","测试IP对应资源的协议连接。"
